step,layer,head,avg_q_fanin,mask_entropy,conditional_mask_entropy_token,unique_masks,top1_coverage,top4_coverage,fanin_1_ratio,fanin_2_ratio,fanin_3_ratio,fanin_4_ratio,usage_current,usage_previous,usage_earlier,usage_anchor,probability_current,probability_previous,probability_earlier,probability_anchor
0,0,0,1.23046875,1.0636731386184692,0.7980787303531542,3,0.4453125,1.0,0.76953125,0.23046875,0.0,0.0,0.67578125,0.0,0.0,0.5546875,0.5073370933532715,0.0,0.0,0.48699796199798584
0,0,1,1.224609375,1.0554627180099487,0.4892071306530852,3,0.462890625,1.0,0.775390625,0.224609375,0.0,0.0,0.537109375,0.0,0.0,0.6875,0.4913214445114136,0.0,0.0,0.5021449327468872
0,0,2,1.216796875,1.0479695796966553,0.6746029366040602,3,0.474609375,1.0,0.783203125,0.216796875,0.0,0.0,0.525390625,0.0,0.0,0.69140625,0.49600327014923096,0.0,0.0,0.5072981715202332
0,0,3,1.234375,1.0747113227844238,0.7683275965973735,3,0.396484375,1.0,0.765625,0.234375,0.0,0.0,0.603515625,0.0,0.0,0.630859375,0.4928552508354187,0.0,0.0,0.4948900043964386
0,1,0,1.24609375,1.050663948059082,0.6235933923744597,3,0.482421875,1.0,0.75390625,0.24609375,0.0,0.0,0.728515625,0.0,0.0,0.517578125,0.5162665247917175,0.0,0.0,0.4929763078689575
0,1,1,1.25390625,1.0807796716690063,0.6977134476765059,3,0.40625,1.0,0.74609375,0.25390625,0.0,0.0,0.59375,0.0,0.0,0.66015625,0.49182575941085815,0.0,0.0,0.5034960508346558
0,1,2,1.341796875,1.0354905128479004,0.7050647638970986,3,0.470703125,1.0,0.658203125,0.341796875,0.0,0.0,0.8125,0.0,0.0,0.529296875,0.5392348766326904,0.0,0.0,0.4926038384437561
0,1,3,1.408203125,1.079251766204834,0.7462713763816282,3,0.408203125,1.0,0.591796875,0.408203125,0.0,0.0,0.658203125,0.0,0.0,0.75,0.5109654664993286,0.0,0.0,0.5191166400909424
0,2,0,1.603515625,1.8957903385162354,1.1919182831188664,7,0.1953125,0.689453125,0.54296875,0.310546875,0.146484375,0.0,0.509765625,0.568359375,0.0,0.525390625,0.49512359499931335,0.5062401294708252,0.0,0.4964510202407837
0,2,1,1.451171875,1.8129903078079224,1.1102619614102878,7,0.302734375,0.76171875,0.599609375,0.349609375,0.05078125,0.0,0.59375,0.451171875,0.0,0.40625,0.5068156719207764,0.48381245136260986,0.0,0.4822831153869629
0,2,2,1.525390625,1.8626022338867188,1.0849938725004904,7,0.26171875,0.71875,0.587890625,0.298828125,0.11328125,0.0,0.537109375,0.4453125,0.0,0.54296875,0.5014272332191467,0.4879387617111206,0.0,0.5001773834228516
0,2,3,1.736328125,1.8503303527832031,1.037336347042583,7,0.2265625,0.75,0.48046875,0.302734375,0.216796875,0.0,0.615234375,0.638671875,0.0,0.482421875,0.5066663026809692,0.5151858329772949,0.0,0.49879878759384155
0,3,0,2.220703125,2.6063761711120605,1.5302692174445838,15,0.126953125,0.435546875,0.255859375,0.37109375,0.26953125,0.103515625,0.443359375,0.583984375,0.501953125,0.69140625,0.4948222041130066,0.5121088027954102,0.4979422688484192,0.5188126564025879
0,3,1,2.048828125,2.587134838104248,1.5663389989640564,15,0.125,0.453125,0.2890625,0.416015625,0.251953125,0.04296875,0.599609375,0.310546875,0.58984375,0.548828125,0.5101901888847351,0.47924473881721497,0.5058571100234985,0.5044249296188354
0,3,2,2.248046875,2.5777769088745117,1.494823663495481,15,0.158203125,0.455078125,0.251953125,0.349609375,0.296875,0.1015625,0.4453125,0.697265625,0.60546875,0.5,0.4918476641178131,0.5258952975273132,0.5140315294265747,0.49892085790634155
0,3,3,2.037109375,2.625382900238037,1.5043004547478631,15,0.134765625,0.41796875,0.35546875,0.3203125,0.255859375,0.068359375,0.51171875,0.49609375,0.583984375,0.4453125,0.5012661218643188,0.49709874391555786,0.5080313086509705,0.48838019371032715
100,0,0,1.23828125,1.049660086631775,0.35801010351860896,3,0.482421875,1.0,0.76171875,0.23828125,0.0,0.0,0.720703125,0.0,0.0,0.517578125,0.39290109276771545,0.0,0.0,0.3795374929904938
100,0,1,1.181640625,1.0225127935409546,0.18330246018012986,3,0.49609375,1.0,0.818359375,0.181640625,0.0,0.0,0.50390625,0.0,0.0,0.677734375,0.41035500168800354,0.0,0.0,0.4182053208351135
100,0,2,1.283203125,1.074308156967163,0.3153862269828096,3,0.439453125,1.0,0.716796875,0.283203125,0.0,0.0,0.560546875,0.0,0.0,0.72265625,0.46013423800468445,0.0,0.0,0.4726516604423523
100,0,3,1.19921875,1.040539264678955,0.3456777553074062,3,0.474609375,1.0,0.80078125,0.19921875,0.0,0.0,0.525390625,0.0,0.0,0.673828125,0.38400161266326904,0.0,0.0,0.38660895824432373
100,1,0,1.46875,1.009533405303955,0.09067836712347344,3,0.46875,1.0,0.53125,0.46875,0.0,0.0,0.62109375,0.0,0.0,0.84765625,0.5103344321250916,0.0,0.0,0.545604944229126
100,1,1,1.4453125,1.013214111328125,0.10670251457486302,3,0.4453125,1.0,0.5546875,0.4453125,0.0,0.0,0.59765625,0.0,0.0,0.84765625,0.49888524413108826,0.0,0.0,0.5517699122428894
100,1,2,1.462890625,1.0051110982894897,0.1414903873228468,3,0.462890625,1.0,0.537109375,0.462890625,0.0,0.0,0.609375,0.0,0.0,0.853515625,0.5347773432731628,0.0,0.0,0.5084899067878723
100,1,3,1.44921875,1.0610498189926147,0.27160656452178955,3,0.44921875,1.0,0.55078125,0.44921875,0.0,0.0,0.7734375,0.0,0.0,0.67578125,0.49730074405670166,0.0,0.0,0.5311857461929321
100,2,0,2.123046875,1.1715874671936035,0.12336104828864336,7,0.537109375,0.970703125,0.4140625,0.048828125,0.537109375,0.0,0.86328125,0.56640625,0.0,0.693359375,0.5354189872741699,0.5213233232498169,0.0,0.5185810923576355
100,2,1,1.55078125,1.4511452913284302,0.19504213047912344,7,0.380859375,0.96875,0.6328125,0.18359375,0.18359375,0.0,0.458984375,0.36328125,0.0,0.728515625,0.4730275869369507,0.45854538679122925,0.0,0.5348756313323975
100,2,2,2.0703125,1.3543554544448853,0.17203261906979606,7,0.404296875,0.978515625,0.333984375,0.26171875,0.404296875,0.0,0.576171875,0.66796875,0.0,0.826171875,0.5135998725891113,0.5520150065422058,0.0,0.5650522708892822
100,2,3,2.1640625,1.60518217086792,0.29157453938387334,7,0.341796875,0.880859375,0.119140625,0.59765625,0.283203125,0.0,0.609375,0.8203125,0.0,0.734375,0.5296431183815002,0.5824183821678162,0.0,0.5468889474868774
100,3,0,2.904296875,1.3690119981765747,0.17281279480084777,9,0.513671875,0.93359375,0.294921875,0.01953125,0.171875,0.513671875,0.82421875,0.64453125,0.734375,0.701171875,0.543199896812439,0.5437464714050293,0.5741610527038574,0.5800700187683105
100,3,1,3.205078125,1.446128487586975,0.30962194775929675,10,0.501953125,0.892578125,0.119140625,0.05859375,0.3203125,0.501953125,0.771484375,0.85546875,0.89453125,0.68359375,0.5383727550506592,0.5780741572380066,0.6002532243728638,0.6158992648124695
100,3,2,3.3984375,1.160825490951538,0.2774924455443397,8,0.6953125,0.88671875,0.103515625,0.08984375,0.111328125,0.6953125,0.8828125,0.755859375,0.890625,0.869140625,0.5559410452842712,0.6284257173538208,0.6677778363227844,0.660529613494873
100,3,3,2.26953125,1.621537685394287,0.27145110443234444,8,0.337890625,0.890625,0.513671875,0.041015625,0.107421875,0.337890625,0.54296875,0.669921875,0.341796875,0.71484375,0.5055416226387024,0.48860639333724976,0.4430800974369049,0.5141322612762451
200,0,0,1.146484375,0.9955414533615112,0.37984077126020566,3,0.5,1.0,0.853515625,0.146484375,0.0,0.0,0.646484375,0.0,0.0,0.5,0.3224397301673889,0.0,0.0,0.3066306710243225
200,0,1,1.14453125,1.0037851333618164,0.18343938147882,3,0.458984375,1.0,0.85546875,0.14453125,0.0,0.0,0.541015625,0.0,0.0,0.603515625,0.29505056142807007,0.0,0.0,0.2908971905708313
200,0,2,1.16015625,0.9942763447761536,0.2137326932279393,3,0.52734375,1.0,0.83984375,0.16015625,0.0,0.0,0.47265625,0.0,0.0,0.6875,0.3859262764453888,0.0,0.0,0.39870038628578186
200,0,3,1.16015625,1.0176597833633423,0.41020860348362476,3,0.462890625,1.0,0.83984375,0.16015625,0.0,0.0,0.537109375,0.0,0.0,0.623046875,0.3275277018547058,0.0,0.0,0.3258472681045532
200,1,0,1.533203125,1.0010952949523926,0.059789937164168805,3,0.533203125,1.0,0.466796875,0.533203125,0.0,0.0,0.7109375,0.0,0.0,0.822265625,0.5603982210159302,0.0,0.0,0.5877699851989746
200,1,1,1.53125,1.0119264125823975,0.09955003706272691,3,0.53125,1.0,0.46875,0.53125,0.0,0.0,0.734375,0.0,0.0,0.796875,0.5216653347015381,0.0,0.0,0.575366199016571
200,1,2,1.388671875,1.0918875932693481,0.19261783148976974,3,0.388671875,1.0,0.611328125,0.388671875,0.0,0.0,0.693359375,0.0,0.0,0.6953125,0.5760024785995483,0.0,0.0,0.5257216691970825
200,1,3,1.23046875,1.0730819702148438,0.130567109095864,3,0.392578125,1.0,0.76953125,0.23046875,0.0,0.0,0.607421875,0.0,0.0,0.623046875,0.4831939935684204,0.0,0.0,0.5316864252090454
200,2,0,2.412109375,1.0241996049880981,0.13016330724349245,5,0.67578125,0.958984375,0.263671875,0.060546875,0.67578125,0.0,0.84375,0.77734375,0.0,0.791015625,0.6093515753746033,0.6124222278594971,0.0,0.6260500550270081
